Column1,Content ID,Datetime,Category,Content Type,Reaction ype,Sentiment,Score,,,,
21667,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,26-12-2020 17:44,Animals,photo,want,positive,70,,,,
18623,df06cdab-afc8-4965-9b10-c270b0cafedf,20-05-2021 18:54,Animals,photo,want,positive,70,,,,
17425,72167d71-578d-428f-af6d-5a8a92e677af,21-08-2020 16:12,Animals,photo,want,positive,70,,,,
17421,72167d71-578d-428f-af6d-5a8a92e677af,24-03-2021 05:46,Animals,photo,want,positive,70,,,,
17417,72167d71-578d-428f-af6d-5a8a92e677af,24-08-2020 06:52,Animals,photo,want,positive,70,,,,
17405,72167d71-578d-428f-af6d-5a8a92e677af,02-10-2020 10:04,Animals,photo,want,positive,70,,,,
17403,72167d71-578d-428f-af6d-5a8a92e677af,12-03-2021 08:16,Animals,photo,want,positive,70,,,,
17396,72167d71-578d-428f-af6d-5a8a92e677af,04-11-2020 17:02,Animals,photo,want,positive,70,,,,
17189,18cb1ce7-fb66-4a56-8042-e38c9593ade1,02-05-2021 18:14,Animals,photo,want,positive,70,,,,
17177,18cb1ce7-fb66-4a56-8042-e38c9593ade1,09-12-2020 02:02,Animals,photo,want,positive,70,,,,
17155,18cb1ce7-fb66-4a56-8042-e38c9593ade1,29-05-2021 16:40,Animals,photo,want,positive,70,,,,
16204,0c6e8e2a-7692-4490-b545-f76b0d06697a,20-11-2020 04:07,Animals,photo,want,positive,70,,,,
16199,0c6e8e2a-7692-4490-b545-f76b0d06697a,20-02-2021 11:16,Animals,photo,want,positive,70,,,,
16180,0c6e8e2a-7692-4490-b545-f76b0d06697a,15-09-2020 08:34,Animals,photo,want,positive,70,,,,
11866,c0ea9b69-639e-42fe-8aa5-67f46036a17c,02-10-2020 01:22,Animals,photo,want,positive,70,,,,
11796,1f0ed2b8-8531-416f-b694-a40a63f378a0,25-12-2020 12:50,Animals,photo,want,positive,70,,,,
11792,1f0ed2b8-8531-416f-b694-a40a63f378a0,29-07-2020 09:57,Animals,photo,want,positive,70,,,,
11201,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,31-01-2021 06:04,Animals,photo,want,positive,70,,,,
11198,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,27-05-2021 18:30,Animals,photo,want,positive,70,,,,
11192,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,03-02-2021 08:00,Animals,photo,want,positive,70,,,,
11189,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,31-12-2020 02:03,Animals,photo,want,positive,70,,,,
10849,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,22-04-2021 21:38,Animals,photo,want,positive,70,,,,
10835,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,27-12-2020 16:22,Animals,photo,want,positive,70,,,,
10464,aa6c9668-7455-4a4c-9915-f7d4cb56c8c6,01-06-2021 08:50,Animals,photo,want,positive,70,,,,
4077,5651450a-d330-46e6-bac9-c7c7e7defaf2,22-03-2021 18:00,Animals,photo,want,positive,70,,,,
4074,5651450a-d330-46e6-bac9-c7c7e7defaf2,12-02-2021 05:06,Animals,photo,want,positive,70,,,,
4064,5651450a-d330-46e6-bac9-c7c7e7defaf2,09-09-2020 13:53,Animals,photo,want,positive,70,,,,
4055,5651450a-d330-46e6-bac9-c7c7e7defaf2,19-02-2021 09:14,Animals,photo,want,positive,70,,,,
4048,5651450a-d330-46e6-bac9-c7c7e7defaf2,15-11-2020 10:47,Animals,photo,want,positive,70,,,,
4047,5651450a-d330-46e6-bac9-c7c7e7defaf2,28-12-2020 16:34,Animals,photo,want,positive,70,,,,
3672,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,24-07-2020 02:26,Animals,photo,want,positive,70,,,,
3271,f01ec49c-3179-43bb-b127-2b1a73f34b06,11-12-2020 23:00,Animals,photo,want,positive,70,,,,
22121,b9ff65d6-b79a-4f9b-8745-10088ddf9934,11-08-2020 21:52,Animals,video,want,positive,70,,,,
22107,b9ff65d6-b79a-4f9b-8745-10088ddf9934,23-05-2021 14:39,Animals,video,want,positive,70,,,,
22091,b9ff65d6-b79a-4f9b-8745-10088ddf9934,01-04-2021 08:37,Animals,video,want,positive,70,,,,
22088,b9ff65d6-b79a-4f9b-8745-10088ddf9934,28-01-2021 14:51,Animals,video,want,positive,70,,,,
20723,fe06b730-b1f8-4f55-af1a-52487d8f1ec6,05-11-2020 00:45,Animals,video,want,positive,70,,,,
20711,fe06b730-b1f8-4f55-af1a-52487d8f1ec6,18-04-2021 21:02,Animals,video,want,positive,70,,,,
18230,bb6c0257-5d4d-4bb8-be58-4bd7ebd9c337,28-06-2020 08:50,Animals,video,want,positive,70,,,,
18224,bb6c0257-5d4d-4bb8-be58-4bd7ebd9c337,19-08-2020 04:17,Animals,video,want,positive,70,,,,
15049,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,05-10-2020 09:20,Animals,video,want,positive,70,,,,
15038,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,01-09-2020 00:24,Animals,video,want,positive,70,,,,
14864,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,25-12-2020 03:59,Animals,video,want,positive,70,,,,
14863,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,20-12-2020 00:51,Animals,video,want,positive,70,,,,
14848,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,11-08-2020 16:04,Animals,video,want,positive,70,,,,
13219,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,18-08-2020 10:50,Animals,video,want,positive,70,,,,
9598,972b6e82-421f-43f6-905c-2168933de18f,03-09-2020 14:43,Animals,video,want,positive,70,,,,
9597,972b6e82-421f-43f6-905c-2168933de18f,18-12-2020 00:18,Animals,video,want,positive,70,,,,
9594,972b6e82-421f-43f6-905c-2168933de18f,23-02-2021 09:10,Animals,video,want,positive,70,,,,
9584,972b6e82-421f-43f6-905c-2168933de18f,20-11-2020 04:33,Animals,video,want,positive,70,,,,
8743,89cf06bc-e921-4cfd-bd16-d071757d90a2,27-02-2021 20:05,Animals,video,want,positive,70,,,,
3986,6199f5ca-cc02-410d-a408-e034946de162,30-06-2020 16:53,Animals,video,want,positive,70,,,,
3974,6199f5ca-cc02-410d-a408-e034946de162,06-04-2021 09:09,Animals,video,want,positive,70,,,,
20297,942c5154-791e-47c0-bfad-264a3d6296eb,07-12-2020 20:22,Animals,audio,want,positive,70,,,,
20285,942c5154-791e-47c0-bfad-264a3d6296eb,16-03-2021 17:53,Animals,audio,want,positive,70,,,,
20278,942c5154-791e-47c0-bfad-264a3d6296eb,17-11-2020 02:34,Animals,audio,want,positive,70,,,,
20001,5efb3710-c34d-4dc4-84dd-31cd8c5d9c30,25-11-2020 05:08,Animals,audio,want,positive,70,,,,
17939,6b2db46f-f733-4b56-af09-0ed7bb232ed4,18-11-2020 02:17,Animals,audio,want,positive,70,,,,
17907,6b2db46f-f733-4b56-af09-0ed7bb232ed4,28-04-2021 22:02,Animals,audio,want,positive,70,,,,
16812,84a81261-6334-4ba5-978d-26a45d28a44f,09-10-2020 03:19,Animals,audio,want,positive,70,,,,
16811,84a81261-6334-4ba5-978d-26a45d28a44f,26-04-2021 11:25,Animals,audio,want,positive,70,,,,
16803,84a81261-6334-4ba5-978d-26a45d28a44f,31-10-2020 13:33,Animals,audio,want,positive,70,,,,
16797,84a81261-6334-4ba5-978d-26a45d28a44f,02-01-2021 12:07,Animals,audio,want,positive,70,,,,
15842,b62831cc-7447-465b-9c58-1fc659b17310,06-07-2020 06:29,Animals,audio,want,positive,70,,,,
15825,b62831cc-7447-465b-9c58-1fc659b17310,11-04-2021 05:41,Animals,audio,want,positive,70,,,,
15819,b62831cc-7447-465b-9c58-1fc659b17310,13-07-2020 04:40,Animals,audio,want,positive,70,,,,
15816,b62831cc-7447-465b-9c58-1fc659b17310,05-07-2020 07:12,Animals,audio,want,positive,70,,,,
15806,b62831cc-7447-465b-9c58-1fc659b17310,22-09-2020 16:46,Animals,audio,want,positive,70,,,,
15804,b62831cc-7447-465b-9c58-1fc659b17310,19-01-2021 06:40,Animals,audio,want,positive,70,,,,
12325,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,24-03-2021 15:45,Animals,audio,want,positive,70,,,,
12319,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,03-08-2020 03:18,Animals,audio,want,positive,70,,,,
12315,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,30-08-2020 17:29,Animals,audio,want,positive,70,,,,
12311,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,17-05-2021 15:09,Animals,audio,want,positive,70,,,,
12303,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,12-12-2020 09:47,Animals,audio,want,positive,70,,,,
12301,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,26-02-2021 17:09,Animals,audio,want,positive,70,,,,
12299,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,10-02-2021 09:32,Animals,audio,want,positive,70,,,,
12058,674507f9-c555-4876-89c7-c06b6db561c0,22-04-2021 05:45,Animals,audio,want,positive,70,,,,
10883,88cbf75c-79f0-42cb-8733-af670f39d6e0,16-08-2020 09:28,Animals,audio,want,positive,70,,,,
10874,88cbf75c-79f0-42cb-8733-af670f39d6e0,30-06-2020 08:53,Animals,audio,want,positive,70,,,,
8992,daeddfcc-c030-4674-8317-56a23ab81799,26-09-2020 18:40,Animals,audio,want,positive,70,,,,
7060,59bb59ce-776b-4d28-85ee-c0d71c690b6a,06-08-2020 10:31,Animals,audio,want,positive,70,,,,
6978,990ad477-b9eb-4ea6-9ec8-3f941f53b758,14-06-2021 22:04,Animals,audio,want,positive,70,,,,
6973,990ad477-b9eb-4ea6-9ec8-3f941f53b758,13-05-2021 20:31,Animals,audio,want,positive,70,,,,
6968,990ad477-b9eb-4ea6-9ec8-3f941f53b758,18-03-2021 21:54,Animals,audio,want,positive,70,,,,
5763,909cbb46-9789-4e9d-9148-890e5c44a9e2,06-07-2020 13:03,Animals,audio,want,positive,70,,,,
5748,909cbb46-9789-4e9d-9148-890e5c44a9e2,07-10-2020 14:12,Animals,audio,want,positive,70,,,,
5595,429632b9-88c0-4163-a7ed-4272a04f7838,31-05-2021 19:55,Animals,audio,want,positive,70,,,,
1044,4fa14453-7b29-4302-b51f-9aa23b472c1b,05-10-2020 00:00,Animals,audio,want,positive,70,,,,
24820,8fe92544-5c15-4f77-bc40-c6e4b7d13674,29-12-2020 07:20,Animals,GIF,want,positive,70,,,,
20555,a861f7e7-b2f5-4d86-966c-7503c8faaeca,19-11-2020 13:52,Animals,GIF,want,positive,70,,,,
20550,a861f7e7-b2f5-4d86-966c-7503c8faaeca,07-01-2021 08:05,Animals,GIF,want,positive,70,,,,
20546,a861f7e7-b2f5-4d86-966c-7503c8faaeca,30-03-2021 09:41,Animals,GIF,want,positive,70,,,,
20534,a861f7e7-b2f5-4d86-966c-7503c8faaeca,19-11-2020 15:05,Animals,GIF,want,positive,70,,,,
16684,273cb565-8c43-428e-bd2b-46ae0c2ae046,18-10-2020 20:30,Animals,GIF,want,positive,70,,,,
7736,d03efe68-5986-48c4-8767-93b8f5881004,12-09-2020 11:38,Animals,GIF,want,positive,70,,,,
7147,72878c11-38cc-4442-bc81-7eeef47c531c,17-07-2020 23:40,Animals,GIF,want,positive,70,,,,
7146,72878c11-38cc-4442-bc81-7eeef47c531c,17-07-2020 14:36,Animals,GIF,want,positive,70,,,,
7129,72878c11-38cc-4442-bc81-7eeef47c531c,25-06-2020 16:17,Animals,GIF,want,positive,70,,,,
5483,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,24-04-2021 12:43,Animals,GIF,want,positive,70,,,,
5473,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,08-04-2021 07:18,Animals,GIF,want,positive,70,,,,
4941,27ec2b21-a749-4181-b182-150a174fc277,01-05-2021 23:23,Animals,GIF,want,positive,70,,,,
4940,27ec2b21-a749-4181-b182-150a174fc277,09-11-2020 23:54,Animals,GIF,want,positive,70,,,,
4927,27ec2b21-a749-4181-b182-150a174fc277,20-10-2020 10:02,Animals,GIF,want,positive,70,,,,
4905,27ec2b21-a749-4181-b182-150a174fc277,01-03-2021 09:37,Animals,GIF,want,positive,70,,,,
23628,c24f4499-faae-4ff0-baf1-4be6a9061aa1,22-03-2021 14:02,Animals,audio,cherish,positive,70,,,,
20301,942c5154-791e-47c0-bfad-264a3d6296eb,20-08-2020 20:17,Animals,audio,cherish,positive,70,,,,
20298,942c5154-791e-47c0-bfad-264a3d6296eb,09-07-2020 13:29,Animals,audio,cherish,positive,70,,,,
20287,942c5154-791e-47c0-bfad-264a3d6296eb,08-02-2021 23:36,Animals,audio,cherish,positive,70,,,,
20283,942c5154-791e-47c0-bfad-264a3d6296eb,15-11-2020 10:12,Animals,audio,cherish,positive,70,,,,
20280,942c5154-791e-47c0-bfad-264a3d6296eb,13-12-2020 01:07,Animals,audio,cherish,positive,70,,,,
20277,942c5154-791e-47c0-bfad-264a3d6296eb,28-07-2020 23:05,Animals,audio,cherish,positive,70,,,,
20270,942c5154-791e-47c0-bfad-264a3d6296eb,17-12-2020 09:42,Animals,audio,cherish,positive,70,,,,
19843,724b9f31-8bdc-4152-b93f-4d3e457201ef,12-03-2021 22:46,Animals,audio,cherish,positive,70,,,,
19833,724b9f31-8bdc-4152-b93f-4d3e457201ef,28-12-2020 09:01,Animals,audio,cherish,positive,70,,,,
17927,6b2db46f-f733-4b56-af09-0ed7bb232ed4,22-05-2021 06:32,Animals,audio,cherish,positive,70,,,,
17908,6b2db46f-f733-4b56-af09-0ed7bb232ed4,06-12-2020 18:03,Animals,audio,cherish,positive,70,,,,
16799,84a81261-6334-4ba5-978d-26a45d28a44f,17-02-2021 11:08,Animals,audio,cherish,positive,70,,,,
15821,b62831cc-7447-465b-9c58-1fc659b17310,16-03-2021 12:37,Animals,audio,cherish,positive,70,,,,
12338,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,09-10-2020 11:00,Animals,audio,cherish,positive,70,,,,
12335,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,30-06-2020 04:56,Animals,audio,cherish,positive,70,,,,
12331,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,11-04-2021 19:47,Animals,audio,cherish,positive,70,,,,
12322,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,19-06-2020 02:11,Animals,audio,cherish,positive,70,,,,
12317,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,09-05-2021 19:03,Animals,audio,cherish,positive,70,,,,
12057,674507f9-c555-4876-89c7-c06b6db561c0,30-05-2021 06:42,Animals,audio,cherish,positive,70,,,,
12055,674507f9-c555-4876-89c7-c06b6db561c0,24-02-2021 21:09,Animals,audio,cherish,positive,70,,,,
12047,674507f9-c555-4876-89c7-c06b6db561c0,24-05-2021 17:09,Animals,audio,cherish,positive,70,,,,
12040,674507f9-c555-4876-89c7-c06b6db561c0,09-12-2020 04:55,Animals,audio,cherish,positive,70,,,,
12037,674507f9-c555-4876-89c7-c06b6db561c0,25-05-2021 10:06,Animals,audio,cherish,positive,70,,,,
10896,88cbf75c-79f0-42cb-8733-af670f39d6e0,06-05-2021 16:33,Animals,audio,cherish,positive,70,,,,
10895,88cbf75c-79f0-42cb-8733-af670f39d6e0,09-06-2021 13:52,Animals,audio,cherish,positive,70,,,,
10881,88cbf75c-79f0-42cb-8733-af670f39d6e0,03-02-2021 23:19,Animals,audio,cherish,positive,70,,,,
10855,88cbf75c-79f0-42cb-8733-af670f39d6e0,03-10-2020 14:50,Animals,audio,cherish,positive,70,,,,
10496,def0559c-73c2-48f9-b85d-0c807659207f,17-09-2020 13:47,Animals,audio,cherish,positive,70,,,,
9628,f6c9e663-620c-4d18-9494-7eea83fbf4b7,16-12-2020 04:12,Animals,audio,cherish,positive,70,,,,
9007,daeddfcc-c030-4674-8317-56a23ab81799,10-05-2021 00:23,Animals,audio,cherish,positive,70,,,,
8983,daeddfcc-c030-4674-8317-56a23ab81799,06-03-2021 18:53,Animals,audio,cherish,positive,70,,,,
7080,59bb59ce-776b-4d28-85ee-c0d71c690b6a,10-06-2021 19:12,Animals,audio,cherish,positive,70,,,,
7062,59bb59ce-776b-4d28-85ee-c0d71c690b6a,23-09-2020 04:51,Animals,audio,cherish,positive,70,,,,
5761,909cbb46-9789-4e9d-9148-890e5c44a9e2,07-04-2021 02:02,Animals,audio,cherish,positive,70,,,,
5739,909cbb46-9789-4e9d-9148-890e5c44a9e2,08-11-2020 06:48,Animals,audio,cherish,positive,70,,,,
1091,4478d98e-43e8-4dc0-884d-c1115aa8b970,03-11-2020 21:53,Animals,audio,cherish,positive,70,,,,
1042,4fa14453-7b29-4302-b51f-9aa23b472c1b,16-08-2020 19:30,Animals,audio,cherish,positive,70,,,,
1040,4fa14453-7b29-4302-b51f-9aa23b472c1b,14-11-2020 01:27,Animals,audio,cherish,positive,70,,,,
1025,4fa14453-7b29-4302-b51f-9aa23b472c1b,18-04-2021 19:52,Animals,audio,cherish,positive,70,,,,
24677,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,30-10-2020 10:32,Animals,GIF,cherish,positive,70,,,,
24658,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,07-12-2020 20:15,Animals,GIF,cherish,positive,70,,,,
20653,f6055aa8-0c90-4e92-a8a6-7d046f35acd4,30-04-2021 20:25,Animals,GIF,cherish,positive,70,,,,
20556,a861f7e7-b2f5-4d86-966c-7503c8faaeca,26-06-2020 10:03,Animals,GIF,cherish,positive,70,,,,
20535,a861f7e7-b2f5-4d86-966c-7503c8faaeca,15-04-2021 03:12,Animals,GIF,cherish,positive,70,,,,
12658,76898916-4024-4c32-909b-dd240879d76a,24-07-2020 07:28,Animals,GIF,cherish,positive,70,,,,
8169,85e013ce-3474-4c9a-a4ea-7b726a29baae,13-05-2021 12:59,Animals,GIF,cherish,positive,70,,,,
7757,d03efe68-5986-48c4-8767-93b8f5881004,08-06-2021 11:04,Animals,GIF,cherish,positive,70,,,,
7754,d03efe68-5986-48c4-8767-93b8f5881004,26-08-2020 00:16,Animals,GIF,cherish,positive,70,,,,
7751,d03efe68-5986-48c4-8767-93b8f5881004,29-09-2020 23:57,Animals,GIF,cherish,positive,70,,,,
7643,a7a7c909-15cb-4719-835b-cc9f835feb50,15-03-2021 00:15,Animals,GIF,cherish,positive,70,,,,
7625,a7a7c909-15cb-4719-835b-cc9f835feb50,03-05-2021 04:36,Animals,GIF,cherish,positive,70,,,,
7618,a7a7c909-15cb-4719-835b-cc9f835feb50,04-03-2021 14:45,Animals,GIF,cherish,positive,70,,,,
7138,72878c11-38cc-4442-bc81-7eeef47c531c,25-05-2021 09:55,Animals,GIF,cherish,positive,70,,,,
5463,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,06-03-2021 04:30,Animals,GIF,cherish,positive,70,,,,
4933,27ec2b21-a749-4181-b182-150a174fc277,27-10-2020 22:36,Animals,GIF,cherish,positive,70,,,,
4910,27ec2b21-a749-4181-b182-150a174fc277,11-11-2020 04:16,Animals,GIF,cherish,positive,70,,,,
2098,2d0926be-9a29-4e6c-b342-815c70172214,24-01-2021 19:30,Animals,GIF,cherish,positive,70,,,,
953,07f88a73-aef2-45fd-8b5d-418e448b853d,02-03-2021 14:45,Animals,GIF,cherish,positive,70,,,,
946,07f88a73-aef2-45fd-8b5d-418e448b853d,12-03-2021 16:22,Animals,GIF,cherish,positive,70,,,,
22102,b9ff65d6-b79a-4f9b-8745-10088ddf9934,08-12-2020 14:31,Animals,video,cherish,positive,70,,,,
20727,fe06b730-b1f8-4f55-af1a-52487d8f1ec6,03-12-2020 21:58,Animals,video,cherish,positive,70,,,,
20726,fe06b730-b1f8-4f55-af1a-52487d8f1ec6,18-12-2020 23:39,Animals,video,cherish,positive,70,,,,
20704,fe06b730-b1f8-4f55-af1a-52487d8f1ec6,08-01-2021 02:21,Animals,video,cherish,positive,70,,,,
20703,fe06b730-b1f8-4f55-af1a-52487d8f1ec6,30-04-2021 07:57,Animals,video,cherish,positive,70,,,,
18222,bb6c0257-5d4d-4bb8-be58-4bd7ebd9c337,05-06-2021 20:48,Animals,video,cherish,positive,70,,,,
18214,bb6c0257-5d4d-4bb8-be58-4bd7ebd9c337,16-09-2020 05:31,Animals,video,cherish,positive,70,,,,
18212,bb6c0257-5d4d-4bb8-be58-4bd7ebd9c337,06-02-2021 04:07,Animals,video,cherish,positive,70,,,,
15041,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,02-11-2020 14:46,Animals,video,cherish,positive,70,,,,
15037,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,21-05-2021 18:13,Animals,video,cherish,positive,70,,,,
14861,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,12-02-2021 14:03,Animals,video,cherish,positive,70,,,,
13216,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,19-06-2020 15:30,Animals,video,cherish,positive,70,,,,
12902,43450a12-1e4c-4a17-a846-9d8768984051,17-01-2021 05:30,Animals,video,cherish,positive,70,,,,
12896,43450a12-1e4c-4a17-a846-9d8768984051,09-07-2020 05:46,Animals,video,cherish,positive,70,,,,
9586,972b6e82-421f-43f6-905c-2168933de18f,03-05-2021 02:21,Animals,video,cherish,positive,70,,,,
8754,89cf06bc-e921-4cfd-bd16-d071757d90a2,06-06-2021 21:08,Animals,video,cherish,positive,70,,,,
8738,89cf06bc-e921-4cfd-bd16-d071757d90a2,22-06-2020 12:14,Animals,video,cherish,positive,70,,,,
3983,6199f5ca-cc02-410d-a408-e034946de162,05-05-2021 19:53,Animals,video,cherish,positive,70,,,,
25331,89cb4504-fccd-40f4-945e-410f74ee4735,27-06-2020 22:17,Animals,photo,cherish,positive,70,,,,
25309,89cb4504-fccd-40f4-945e-410f74ee4735,04-04-2021 21:44,Animals,photo,cherish,positive,70,,,,
25195,cab37e79-0e76-4bd2-b6bd-2fc8bf66ca99,11-02-2021 03:29,Animals,photo,cherish,positive,70,,,,
25192,cab37e79-0e76-4bd2-b6bd-2fc8bf66ca99,18-08-2020 08:10,Animals,photo,cherish,positive,70,,,,
25173,cab37e79-0e76-4bd2-b6bd-2fc8bf66ca99,07-04-2021 10:31,Animals,photo,cherish,positive,70,,,,
25172,cab37e79-0e76-4bd2-b6bd-2fc8bf66ca99,06-06-2021 04:06,Animals,photo,cherish,positive,70,,,,
22575,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,05-05-2021 22:39,Animals,photo,cherish,positive,70,,,,
22564,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,24-07-2020 05:45,Animals,photo,cherish,positive,70,,,,
22556,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,22-04-2021 17:31,Animals,photo,cherish,positive,70,,,,
22539,7f7d20ca-fedf-48e6-8364-dbb8adeb4223,01-08-2020 13:30,Animals,photo,cherish,positive,70,,,,
21905,a4f6b4c2-36bd-4232-bef8-66577a601163,23-11-2020 17:17,Animals,photo,cherish,positive,70,,,,
21897,a4f6b4c2-36bd-4232-bef8-66577a601163,26-09-2020 16:32,Animals,photo,cherish,positive,70,,,,
21894,a4f6b4c2-36bd-4232-bef8-66577a601163,12-06-2021 14:28,Animals,photo,cherish,positive,70,,,,
21883,a4f6b4c2-36bd-4232-bef8-66577a601163,03-01-2021 23:33,Animals,photo,cherish,positive,70,,,,
21879,a4f6b4c2-36bd-4232-bef8-66577a601163,04-11-2020 08:28,Animals,photo,cherish,positive,70,,,,
21829,2ceee25a-8461-4409-ab41-7a72d97d722d,03-02-2021 20:31,Animals,photo,cherish,positive,70,,,,
21704,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,16-03-2021 09:57,Animals,photo,cherish,positive,70,,,,
21678,4dca44b9-e65c-4d9d-93eb-6a24ec8950e9,20-07-2020 22:16,Animals,photo,cherish,positive,70,,,,
19685,ef619e47-1e88-4e0f-8d91-590cd9ecc137,14-06-2021 12:54,Animals,photo,cherish,positive,70,,,,
19683,ef619e47-1e88-4e0f-8d91-590cd9ecc137,01-11-2020 13:38,Animals,photo,cherish,positive,70,,,,
19678,ef619e47-1e88-4e0f-8d91-590cd9ecc137,10-01-2021 05:05,Animals,photo,cherish,positive,70,,,,
17684,1b7d1f70-21dd-483b-b395-e15f4c2368f1,12-01-2021 08:14,Animals,photo,cherish,positive,70,,,,
17426,72167d71-578d-428f-af6d-5a8a92e677af,28-07-2020 03:17,Animals,photo,cherish,positive,70,,,,
17185,18cb1ce7-fb66-4a56-8042-e38c9593ade1,25-08-2020 04:58,Animals,photo,cherish,positive,70,,,,
17169,18cb1ce7-fb66-4a56-8042-e38c9593ade1,20-10-2020 03:48,Animals,photo,cherish,positive,70,,,,
17165,18cb1ce7-fb66-4a56-8042-e38c9593ade1,31-08-2020 06:46,Animals,photo,cherish,positive,70,,,,
17158,18cb1ce7-fb66-4a56-8042-e38c9593ade1,07-12-2020 02:59,Animals,photo,cherish,positive,70,,,,
16196,0c6e8e2a-7692-4490-b545-f76b0d06697a,16-01-2021 23:10,Animals,photo,cherish,positive,70,,,,
16181,0c6e8e2a-7692-4490-b545-f76b0d06697a,23-11-2020 18:39,Animals,photo,cherish,positive,70,,,,
16178,0c6e8e2a-7692-4490-b545-f76b0d06697a,07-12-2020 19:04,Animals,photo,cherish,positive,70,,,,
